neighbourhood_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy
Downtown/Civic Center,94109,Hostel,Shared room,1,1,1,1,Real Bed,$53.00,,,,$0.00,1,$5.00,1,21,4,4,9/18/19,9/30/19,95,10,10,10,10,10,10,flexible
Downtown/Civic Center,94102,Apartment,Entire home/apt,1,1,,1,Real Bed,$75.00,,,,,1,$0.00,30,30,0,0,,,,,,,,,,flexible
Outer Mission,94131,House,Private room,2,1,1,1,Real Bed,$120.00,,,$300.00,$49.00,1,$0.00,3,1125,1,1,10/6/19,10/6/19,100,10,10,10,10,10,10,moderate
South of Market,CA 94105,Apartment,Entire home/apt,2,1,1,1,Real Bed,$202.00,,,,$148.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
South of Market,CA 94107,Apartment,Entire home/apt,2,1,1,1,Real Bed,$219.00,,,,$148.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Outer Mission,94112,House,Shared room,2,1,1,2,Real Bed,$35.00,,,$0.00,$0.00,1,$35.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Nob Hill,94109,Apartment,Entire home/apt,3,1,1,1,Real Bed,$400.00,,,$0.00,$50.00,1,$0.00,2,1125,1,1,10/6/19,10/6/19,100,10,8,10,10,10,10,strict_14_with_grace_period
Lakeshore,94132,Townhouse,Private room,2,1.5,1,2,Real Bed,$500.00,,,$200.00,$30.00,2,$30.00,1,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Lakeshore,94132,House,Entire home/apt,6,2.5,3,5,Real Bed,$850.00,,,$200.00,$160.00,6,$30.00,1,14,0,0,,,,,,,,,,strict_14_with_grace_period
North Beach,94133,Apartment,Entire home/apt,4,1,2,3,Real Bed,$150.00,,,"$1,000.00",$110.00,4,$0.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Visitacion Valley,94134,House,Entire home/apt,4,1,2,3,Real Bed,$100.00,,,$300.00,$100.00,3,$10.00,30,120,0,0,,,,,,,,,,moderate
Bernal Heights,94110,Apartment,Entire home/apt,4,1,1,1,Real Bed,$120.00,,,$0.00,$45.00,1,$0.00,1,30,3,3,9/8/19,9/28/19,60,6,6,7,8,9,5,strict_14_with_grace_period
Noe Valley,CA 94131,Apartment,Entire home/apt,2,1,1,1,Real Bed,$224.00,,,,$148.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Nob Hill,94108,House,Entire home/apt,6,1,2,3,Real Bed,$233.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,moderate
Nob Hill,94109,Aparthotel,Entire home/apt,3,1,1,3,Real Bed,$199.00,,,$0.00,$30.00,1,$7.00,1,28,10,10,9/7/19,10/7/19,90,9,10,10,10,10,9,strict_14_with_grace_period
Pacific Heights,94123,Apartment,Entire home/apt,2,1,1,1,Real Bed,$162.00,,,$0.00,$150.00,1,$0.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
West of Twin Peaks,94127,Cottage,Entire home/apt,2,1.5,1,1,Real Bed,$75.00,,,,,1,$0.00,31,1125,1,1,9/23/19,9/23/19,20,2,2,2,2,2,2,flexible
Outer Richmond,94121,Condominium,Private room,2,1.5,1,1,Real Bed,$147.00,,,$150.00,$50.00,1,$0.00,2,7,3,3,9/21/19,10/2/19,93,10,10,10,9,10,9,flexible
Excelsior,94134,House,Entire home/apt,3,1,1,1,Real Bed,$200.00,,,$100.00,$135.00,3,$50.00,2,5,2,2,9/20/19,9/29/19,100,10,10,10,10,10,10,moderate
Russian Hill,94109,Apartment,Entire home/apt,8,2,4,5,Real Bed,$350.00,,,$0.00,$150.00,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Bayview,94124,House,Entire home/apt,5,1,2,3,Real Bed,$121.00,,,"$1,500.00",$175.00,3,$10.00,30,1125,0,0,,,,,,,,,,flexible
Lakeshore,94015,House,Entire home/apt,6,1,2,3,Real Bed,$200.00,,,$200.00,$150.00,3,$10.00,1,31,2,2,9/28/19,10/10/19,80,8,10,10,10,9,6,strict_14_with_grace_period
Lakeshore,94132,Guesthouse,Private room,2,1.5,1,1,Real Bed,$152.00,,,$200.00,$30.00,2,$30.00,2,14,1,1,9/12/19,9/12/19,,,,,,,,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Entire home/apt,2,1,0,0,Real Bed,$150.00,,,$500.00,$90.00,1,$60.00,5,1125,3,3,9/25/19,10/10/19,100,10,10,10,10,10,10,moderate
South of Market,94103,Apartment,Private room,2,1,1,2,Real Bed,$129.00,,,,$39.00,1,$49.00,1,1125,5,5,9/19/19,9/28/19,96,10,10,9,10,10,8,strict_14_with_grace_period
Western Addition,94117,Bed and breakfast,Private room,1,1,1,1,Real Bed,$82.00,,,,,1,$0.00,4,14,1,1,10/7/19,10/7/19,100,10,10,10,10,10,10,flexible
Downtown/Civic Center,94109,Apartment,Entire home/apt,2,1,0,1,Real Bed,$104.00,,,"$1,000.00",$0.00,1,$0.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Castro/Upper Market,94110,Apartment,Entire home/apt,4,1,1,1,Real Bed,$190.00,,,"$2,000.00",$110.00,2,$50.00,30,365,0,0,,,,,,,,,,flexible
Bernal Heights,94110,House,Entire home/apt,6,1.5,2,2,Real Bed,$184.00,,,$100.00,$100.00,4,$50.00,1,1125,0,0,,,,,,,,,,moderate
Lakeshore,94132,Condominium,Private room,2,1.5,1,2,Real Bed,$149.00,,,$200.00,$30.00,2,$30.00,1,14,1,1,9/28/19,9/28/19,20,2,2,2,2,8,2,strict_14_with_grace_period
Lakeshore,94132,Townhouse,Private room,2,2.5,3,6,Real Bed,$149.00,,,,,1,$0.00,1,25,0,0,,,,,,,,,,flexible
Lakeshore,94132,Townhouse,Private room,2,1.5,1,1,Real Bed,$149.00,,,$200.00,$30.00,2,$30.00,1,14,1,1,9/29/19,9/29/19,,,,,,,,flexible
Lakeshore,94116,House,Entire home/apt,2,1,1,0,Real Bed,$200.00,,,,,1,$0.00,1,1125,5,5,9/25/19,10/10/19,100,10,9,10,10,10,10,flexible
North Beach,94133,Condominium,Entire home/apt,2,1,1,1,Real Bed,$400.00,,,$0.00,$150.00,1,$0.00,1,1125,0,0,,,,,,,,,,moderate
Potrero Hill,94107,Townhouse,Private room,2,1,1,1,Real Bed,$205.00,,,$0.00,$35.00,1,$0.00,1,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Private room,1,1,1,1,Real Bed,$100.00,,,,,1,$0.00,4,90,2,2,9/18/19,9/25/19,100,10,10,9,10,10,10,flexible
Inner Richmond,94118,Apartment,Private room,2,1.5,1,1,Real Bed,$128.00,,,$0.00,$30.00,2,$5.00,1,90,3,3,9/13/19,9/21/19,87,10,9,10,10,10,9,flexible
Excelsior,94134,House,Private room,2,1,0,1,Real Bed,$70.00,,,$300.00,$50.00,1,$0.00,30,120,0,0,,,,,,,,,,moderate
Inner Richmond,94118,Apartment,Private room,4,1,1,2,Real Bed,$130.00,,,$0.00,$30.00,4,$5.00,1,60,6,6,9/15/19,9/29/19,83,10,8,9,9,10,9,flexible
South of Market,94107,Apartment,Entire home/apt,4,2,2,0,Real Bed,$240.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Inner Richmond,94118,Apartment,Private room,4,1,1,2,Real Bed,$120.00,,,$0.00,$30.00,4,$0.00,1,60,5,5,9/13/19,9/27/19,80,9,6,10,10,9,8,flexible
Bayview,94124,Apartment,Private room,2,1,1,2,Real Bed,$59.00,,,$0.00,$59.00,1,$10.00,30,60,0,0,,,,,,,,,,flexible
Western Addition,CA 94102,Apartment,Entire home/apt,2,1,1,1,Real Bed,$188.00,,,,$148.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Western Addition,CA 94102,Apartment,Entire home/apt,2,1,1,1,Real Bed,$232.00,,,,$148.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Western Addition,CA 94102,Apartment,Entire home/apt,2,1,1,1,Real Bed,$232.00,,,,$148.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Western Addition,CA 94102,Apartment,Entire home/apt,2,1,1,1,Real Bed,$188.00,,,,$148.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Bayview,94124,House,Private room,2,1,1,1,Real Bed,$75.00,,,$0.00,$0.00,1,$30.00,30,1125,0,0,,,,,,,,,,flexible
Inner Sunset,94122,Apartment,Entire home/apt,4,1,2,2,Real Bed,$162.00,,,$0.00,$125.00,1,$0.00,3,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Marina,94123,Guest suite,Private room,2,1.5,1,1,Real Bed,$185.00,,,"$2,500.00",$80.00,1,$0.00,4,4,0,0,,,,,,,,,,moderate
South of Market,94107,Apartment,Entire home/apt,2,1,1,1,Real Bed,$165.00,,,$500.00,$240.00,1,$0.00,30,1125,0,0,,,,,,,,,,strict
South of Market,94107,Apartment,Entire home/apt,2,1,1,1,Real Bed,$165.00,,,$500.00,$240.00,1,$0.00,30,1125,0,0,,,,,,,,,,strict
Outer Sunset,94122,House,Private room,5,1,1,3,Real Bed,$199.00,,,,,1,$0.00,2,28,2,2,9/30/19,10/6/19,100,10,9,10,10,10,10,flexible
West of Twin Peaks,94127,House,Private room,2,1,1,1,Real Bed,$46.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Bernal Heights,94110,House,Entire home/apt,5,1,2,3,Real Bed,$180.00,,,,$65.00,1,$0.00,1,30,4,4,9/14/19,9/27/19,95,10,10,10,10,10,10,strict_14_with_grace_period
Inner Sunset,94122,Apartment,Entire home/apt,4,1,2,2,Real Bed,$125.00,,,$0.00,$200.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Nob Hill,94109,Apartment,Entire home/apt,2,1,,1,Real Bed,$108.00,,,,$25.00,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Western Addition,94115,Condominium,Entire home/apt,3,1.5,1,0,Real Bed,$299.00,,,$0.00,$70.00,4,$25.00,3,30,1,1,9/23/19,9/23/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Outer Sunset,94122,House,Private room,5,1,1,2,Real Bed,$199.00,,,,,1,$0.00,2,28,3,3,10/2/19,10/8/19,93,8,9,10,9,9,9,flexible
Outer Sunset,94122,House,Private room,6,1,2,4,Real Bed,$99.00,,,,,1,$0.00,2,28,0,0,,,,,,,,,,flexible
Outer Sunset,94122,House,Private room,6,1,2,4,Real Bed,$199.00,,,,,1,$0.00,2,1125,3,3,10/4/19,10/10/19,100,10,10,10,10,10,10,flexible
Outer Sunset,94122,House,Entire home/apt,6,2.5,3,3,Real Bed,$500.00,,,$700.00,$150.00,4,$25.00,3,14,0,0,,,,,,,,,,strict_14_with_grace_period
Parkside,94116,House,Private room,2,1,1,1,Real Bed,$75.00,,,$0.00,$40.00,1,$0.00,1,1125,2,2,9/26/19,9/27/19,100,10,10,10,10,9,10,strict_14_with_grace_period
Bayview,94124,House,Private room,2,1,1,1,Real Bed,$55.00,,,$0.00,$15.00,1,$0.00,1,10,0,0,,,,,,,,,,strict_14_with_grace_period
Downtown/Civic Center,94109,Apartment,Entire home/apt,3,1,0,2,Real Bed,$250.00,,,$500.00,$100.00,1,$100.00,1,1125,4,4,9/19/19,10/9/19,100,10,10,10,10,10,10,moderate
Crocker Amazon,94014,Guest suite,Entire home/apt,2,1,0,1,Real Bed,$150.00,,,$500.00,$75.00,1,$0.00,2,28,3,3,9/17/19,10/8/19,100,10,10,10,10,10,10,flexible
West of Twin Peaks,94112,House,Private room,3,1,1,2,Real Bed,$100.00,,,$150.00,$40.00,1,$0.00,3,31,3,3,9/25/19,10/4/19,93,10,10,10,10,10,9,flexible
West of Twin Peaks,94112,House,Private room,2,1,1,1,Real Bed,$100.00,,,$150.00,$40.00,1,$0.00,2,31,1,1,9/17/19,9/17/19,100,10,10,10,10,10,6,flexible
Outer Mission,94131,Apartment,Entire home/apt,4,1,2,2,Real Bed,$185.00,,,$0.00,$100.00,1,$0.00,1,1125,3,3,9/23/19,10/13/19,100,10,10,10,10,10,9,moderate
Castro/Upper Market,94114,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$208.00,,,$0.00,$75.00,2,$50.00,1,28,3,3,9/21/19,10/5/19,100,9,10,10,10,10,10,moderate
Bernal Heights,94110,Apartment,Entire home/apt,4,1,1,1,Real Bed,$175.00,,,$300.00,$115.00,2,$50.00,2,21,1,1,9/25/19,9/25/19,80,10,10,10,10,10,10,moderate
Outer Mission,94127,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$130.00,,,$0.00,$40.00,1,$0.00,2,10,3,3,10/4/19,10/8/19,100,9,10,10,10,10,9,moderate
Ocean View,94112,Apartment,Private room,1,1,1,1,Real Bed,$49.00,,,$400.00,$0.00,1,$0.00,30,120,1,1,9/19/19,9/19/19,,,,,,,,flexible
Mission,94103,Condominium,Private room,2,1,1,1,Real Bed,$80.00,,,$0.00,$45.00,1,$10.00,1,30,7,7,9/22/19,10/13/19,100,10,10,10,10,10,10,flexible
West of Twin Peaks,94112,House,Private room,3,1,1,2,Real Bed,$100.00,,,$150.00,$40.00,1,$0.00,3,31,4,4,9/17/19,10/13/19,95,10,10,10,10,10,10,flexible
West of Twin Peaks,94112,House,Private room,2,1,1,1,Real Bed,$100.00,,,$150.00,$40.00,1,$0.00,3,31,1,1,9/30/19,9/30/19,100,10,10,10,10,10,10,flexible
South of Market,CA 94105,Apartment,Entire home/apt,2,1,1,1,Real Bed,$225.00,,,,$148.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Inner Richmond,94118,Guesthouse,Entire home/apt,5,1,2,2,Real Bed,$395.00,,,"$1,000.00",$120.00,4,$50.00,1,1125,4,4,9/29/19,10/13/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Marina,94123,Apartment,Entire home/apt,6,2,3,2,Real Bed,$327.00,,,$0.00,$500.00,1,$0.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Crocker Amazon,94014,House,Entire home/apt,4,1,1,2,Real Bed,$119.00,,,$199.00,$120.00,1,$0.00,2,60,0,0,,,,,,,,,,strict_14_with_grace_period
Western Addition,94115,Condominium,Private room,3,1,1,0,Real Bed,$200.00,,,$0.00,$35.00,2,$30.00,2,30,1,1,9/28/19,9/28/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Pacific Heights,94123,Apartment,Entire home/apt,2,1,1,1,Real Bed,$135.00,,,$0.00,$165.00,1,$0.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Downtown/Civic Center,94102,Hotel,Private room,2,1,1,1,Real Bed,$100.00,,,$0.00,$0.00,2,$20.00,1,28,1,1,9/25/19,9/25/19,40,6,4,2,8,6,2,strict_14_with_grace_period
Haight Ashbury,94117,Condominium,Private room,2,2,1,1,Real Bed,$129.00,,,$0.00,$40.00,1,$20.00,2,1125,6,6,9/18/19,10/13/19,100,10,10,10,10,10,10,moderate
Haight Ashbury,94117,Condominium,Entire home/apt,8,2,4,4,Real Bed,"$2,199.00",,,$0.00,$150.00,1,$0.00,4,60,0,0,,,,,,,,,,strict_14_with_grace_period
Western Addition,94102,House,Private room,3,1,2,2,Real Bed,$140.00,,,"$1,500.00",$100.00,1,$80.00,4,1125,2,2,9/23/19,10/13/19,100,10,10,10,10,10,10,moderate
Bernal Heights,94110,Condominium,Entire home/apt,3,1,2,2,Real Bed,$209.00,,,$250.00,$120.00,2,$20.00,1,7,1,1,10/13/19,10/13/19,100,10,10,10,10,10,10,moderate
Western Addition,94115,Apartment,Entire home/apt,4,1,2,2,Real Bed,$169.00,,,$500.00,$280.00,1,$0.00,30,1125,0,0,,,,,,,,,,strict
Downtown/Civic Center,94102,Boutique hotel,Private room,4,2,1,2,Real Bed,$650.00,,,$0.00,$0.00,1,$0.00,1,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Glen Park,94110,Apartment,Entire home/apt,4,1,1,2,Real Bed,$100.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Outer Richmond,94121,Apartment,Private room,1,1,1,1,Real Bed,$34.00,,,,$125.00,1,$0.00,30,1125,0,0,,,,,,,,,,moderate
Outer Sunset,94122,Guest suite,Entire home/apt,4,1,0,0,Real Bed,$100.00,,,$100.00,$50.00,2,$20.00,1,29,6,6,9/20/19,10/7/19,100,10,10,10,10,10,10,flexible
Haight Ashbury,94117,Condominium,Private room,2,2,1,1,Real Bed,$149.00,,,$0.00,$40.00,1,$20.00,2,30,5,5,9/21/19,10/11/19,96,10,10,10,10,10,10,moderate
Outer Mission,94112,Guest suite,Entire home/apt,4,1,2,2,Real Bed,$175.00,,,,$65.00,1,$0.00,1,29,6,6,9/17/19,10/6/19,100,10,10,10,10,9,10,moderate
Castro/Upper Market,94114,House,Private room,2,1,1,1,Real Bed,$150.00,,,$0.00,$0.00,1,$50.00,2,14,0,0,,,,,,,,,,moderate
Bayview,94134,Townhouse,Private room,1,1,1,1,Real Bed,$59.00,,,$150.00,$100.00,1,$10.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Castro/Upper Market,94114,Apartment,Private room,2,1,1,1,Real Bed,$125.00,,,,,1,$0.00,1,3,0,0,,,,,,,,,,flexible
Downtown/Civic Center,CA 94109,Apartment,Entire home/apt,4,1,2,2,Real Bed,$247.00,,,,$244.00,2,$0.00,30,90,0,0,,,,,,,,,,flexible
Bernal Heights,94110,Apartment,Entire home/apt,4,1,2,4,Real Bed,$179.00,,,$200.00,$75.00,4,$10.00,2,28,2,2,9/25/19,9/29/19,100,10,10,10,10,10,10,flexible
Castro/Upper Market,94114,House,Entire home/apt,2,1,1,1,Real Bed,$648.00,,,$250.00,$175.00,2,$50.00,4,28,0,0,,,,,,,,,,strict_14_with_grace_period
Downtown/Civic Center,94109,Aparthotel,Private room,4,1,1,2,Real Bed,$175.00,,,,$99.00,4,$0.00,1,1125,2,2,10/2/19,10/10/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94103,House,Private room,2,3,1,1,Real Bed,$79.00,,,$0.00,$100.00,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Nob Hill,94109,House,Private room,2,4,1,1,Real Bed,$67.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Parkside,94116,House,Private room,2,1,1,1,Real Bed,$90.00,,,$0.00,$50.00,1,$5.00,1,1125,2,2,9/29/19,10/6/19,100,10,9,10,10,10,10,flexible
Nob Hill,94109,House,Private room,2,5,1,0,Real Bed,$77.00,,,$0.00,$100.00,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Nob Hill,94109,House,Private room,2,5,1,0,Real Bed,$77.00,,,$0.00,$100.00,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Castro/Upper Market,94114,House,Entire home/apt,6,3,3,3,Real Bed,$340.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Bernal Heights,94110,Apartment,Entire home/apt,3,1,1,2,Real Bed,$129.00,,,$500.00,$150.00,2,$20.00,30,180,0,0,,,,,,,,,,moderate
Haight Ashbury,94117,House,Entire home/apt,4,1.5,3,4,Real Bed,$200.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Russian Hill,94109,Serviced apartment,Entire home/apt,6,2,2,2,Real Bed,$750.00,,,,,1,$0.00,1,7,1,1,9/26/19,9/26/19,100,10,10,10,10,10,10,strict_14_with_grace_period
South of Market,94103,Aparthotel,Private room,3,7,1,2,Real Bed,$199.00,,,$0.00,$30.00,1,$7.00,1,28,3,3,9/22/19,10/2/19,60,7,7,10,10,10,7,strict_14_with_grace_period
Marina,94123,Cabin,Entire home/apt,5,1,2,3,Real Bed,$180.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Marina,94123,House,Entire home/apt,5,1,2,0,Real Bed,$250.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Outer Sunset,94116,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00,,,$500.00,$60.00,2,$10.00,3,180,2,2,9/28/19,10/7/19,100,10,10,10,10,9,10,flexible
South of Market,94103,Condominium,Entire home/apt,3,1,1,2,Real Bed,$250.00,,,$0.00,$145.00,1,$0.00,2,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Russian Hill,94109,House,Entire home/apt,10,4.5,5,8,Real Bed,"$1,500.00",,,,,1,$0.00,30,45,0,0,,,,,,,,,,flexible
Haight Ashbury,94117,Apartment,Entire home/apt,2,1,0,,Real Bed,$100.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Castro/Upper Market,94114,House,Entire home/apt,9,3,3,3,Real Bed,$500.00,,,,,1,$0.00,30,130,0,0,,,,,,,,,,flexible
Downtown/Civic Center,94102,Hotel,Private room,4,1,1,2,Real Bed,$250.00,,,$0.00,$0.00,2,$20.00,1,28,0,0,,,,,,,,,,strict_14_with_grace_period
Outer Sunset,94122,House,Entire home/apt,4,1,1,1,Real Bed,$220.00,,,$300.00,$35.00,2,$0.00,2,90,0,0,,,,,,,,,,strict_14_with_grace_period
Mission,94103,House,Private room,2,3,1,1,Real Bed,$79.00,,,$0.00,$100.00,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Mission,94110,Apartment,Entire home/apt,5,2,2,2,Real Bed,$300.00,,,$750.00,$200.00,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Ocean View,94014,House,Private room,4,1,1,2,Real Bed,$56.00,,,$200.00,$80.00,2,$10.00,2,25,1,1,10/11/19,10/11/19,100,10,10,10,10,10,8,strict_14_with_grace_period
Bayview,94124,House,Entire home/apt,8,4,4,4,Real Bed,$400.00,,,"$1,000.00",$600.00,1,$0.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Bayview,94124,House,Private room,2,1.5,1,1,Real Bed,$69.00,,,$0.00,$60.00,1,$30.00,1,27,2,2,9/28/19,10/5/19,80,10,10,8,9,8,10,strict_14_with_grace_period
Ocean View,94112,House,Shared room,2,1,1,2,Real Bed,$34.00,,,$0.00,$0.00,1,$34.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Western Addition,94115,Apartment,Shared room,3,2,1,3,Real Bed,$32.00,,,$0.00,$0.00,1,$32.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Outer Richmond,94121,House,Private room,3,1.5,1,1,Real Bed,$199.00,,,,$35.00,1,$0.00,1,1125,1,1,9/29/19,9/29/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Haight Ashbury,94117,Condominium,Entire home/apt,6,2,3,3,Real Bed,$899.00,,,$0.00,$120.00,1,$0.00,2,30,0,0,,,,,,,,,,strict_14_with_grace_period
Western Addition,94115,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
South of Market,94158,Apartment,Entire home/apt,3,1,1,2,Real Bed,$140.00,,,$500.00,$150.00,4,$0.00,30,210,0,0,,,,,,,,,,strict_14_with_grace_period
Castro/Upper Market,94114,House,Entire home/apt,4,2,2,2,Real Bed,$132.00,,,$500.00,$120.00,3,$25.00,30,180,0,0,,,,,,,,,,flexible
Outer Mission,94112,Guest suite,Entire home/apt,3,1,1,1,Real Bed,$100.00,,,$250.00,$50.00,2,$25.00,2,29,3,3,10/5/19,10/13/19,100,10,10,10,10,10,10,moderate
Parkside,94116,House,Entire home/apt,6,2,3,3,Real Bed,$199.00,,,$0.00,$150.00,1,$0.00,1,1125,2,2,9/23/19,10/9/19,100,10,10,10,10,10,10,strict_14_with_grace_period
South of Market,94107,Apartment,Private room,2,1,1,1,Real Bed,$149.00,,,$100.00,$20.00,1,$0.00,3,1125,5,5,9/25/19,10/9/19,100,9,10,10,10,10,10,moderate
Outer Richmond,94121,Apartment,Private room,6,1,2,5,Real Bed,$158.00,,,$250.00,$85.00,2,$25.00,1,29,5,5,9/23/19,10/5/19,96,10,10,10,10,10,10,moderate
Western Addition,94117,Townhouse,Private room,2,1,1,1,Real Bed,$105.00,,,$500.00,$200.00,2,$75.00,2,60,0,0,,,,,,,,,,flexible
Outer Richmond,94121,Apartment,Private room,4,1,1,2,Real Bed,$78.00,,,$250.00,$75.00,2,$25.00,1,29,3,3,9/23/19,9/30/19,100,10,10,10,10,10,10,flexible
Outer Richmond,94121,Apartment,Entire home/apt,8,2,3,3,Real Bed,$449.00,,,$0.00,$200.00,1,$0.00,3,29,0,0,,,,,,,,,,flexible
Outer Richmond,94121,Apartment,Private room,3,1,1,3,Real Bed,$78.00,,,$250.00,$75.00,2,$25.00,1,29,3,3,9/23/19,9/29/19,100,10,10,10,10,10,10,moderate
Outer Mission,94112,House,Entire home/apt,3,1,2,2,Real Bed,$240.00,,,$500.00,$100.00,3,$15.00,2,1125,1,1,10/13/19,10/13/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Downtown/Civic Center,94109,House,Shared room,1,2,1,5,Real Bed,$45.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Downtown/Civic Center,94109,House,Shared room,1,2,1,5,Real Bed,$45.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Downtown/Civic Center,94109,House,Shared room,1,2,1,5,Real Bed,$45.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Downtown/Civic Center,94109,House,Shared room,1,2,1,5,Real Bed,$45.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Downtown/Civic Center,94109,House,Shared room,1,2,1,5,Real Bed,$45.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Haight Ashbury,94117,Guest suite,Entire home/apt,4,1,1,1,Real Bed,$139.00,,,$0.00,$150.00,1,$0.00,30,61,0,0,,,,,,,,,,flexible
Haight Ashbury,94117,House,Entire home/apt,5,1.5,3,3,Real Bed,$325.00,,,$500.00,$150.00,3,$25.00,30,130,0,0,,,,,,,,,,moderate
Crocker Amazon,94014,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$110.00,,,,$40.00,2,$50.00,2,1125,2,2,10/5/19,10/7/19,60,6,6,7,6,10,6,strict_14_with_grace_period
Mission,94110,Condominium,Entire home/apt,4,2,2,2,Real Bed,$195.00,,,$800.00,$275.00,4,$25.00,30,1125,0,0,,,,,,,,,,flexible
South of Market,CA 94158,Apartment,Entire home/apt,2,1,1,1,Real Bed,$221.00,,,,$148.00,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Inner Richmond,94118,House,Private room,2,1.5,1,1,Real Bed,$70.00,,,$0.00,$50.00,2,$55.00,1,1125,1,1,10/11/19,10/11/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Bayview,94124,Condominium,Private room,1,1,1,1,Real Bed,$148.00,,,,,1,$0.00,30,180,0,0,,,,,,,,,,flexible
Bernal Heights,94110,Guest suite,Entire home/apt,1,1,0,1,Real Bed,$150.00,,,,,1,$0.00,30,90,0,0,,,,,,,,,,flexible
Mission,94110,Condominium,Entire home/apt,4,2,1,1,Real Bed,$180.00,,,,,1,$0.00,30,360,0,0,,,,,,,,,,flexible
Crocker Amazon,94134,Condominium,Entire home/apt,5,2,2,2,Real Bed,$170.00,,,$200.00,$75.00,4,$25.00,3,60,0,0,,,,,,,,,,flexible
Western Addition,94115,House,Entire home/apt,6,2.5,3,4,Real Bed,$550.00,,,,$150.00,1,$0.00,3,30,0,0,,,,,,,,,,flexible
